complaint_id,complaint_date,complaint_time,amount,bank,transaction_type,fraud_type,city,state,district,complaint_latitude,complaint_longitude,hour,day_of_week,day_name,is_weekend,is_night,amount_category,withdrawal_zone,synthetic_cashout_latitude,synthetic_cashout_longitude
CT018417,2025-12-01,15:09:43,50400.0,SBI,UPI,UPI Fraud,Patiala,Punjab,Patiala,30.351581966183545,76.37209417083352,15,0,Monday,0,0,High,Zone_04,30.3815329366499,76.4946862080248
CT018418,2026-08-08,20:21:04,7400.0,PNB,UPI,UPI Fraud,New Delhi,Delhi,New Delhi,28.659426470268624,77.21352771087363,20,5,Saturday,1,0,Low,Zone_08,28.701599102965805,77.21335225770558
CT018419,2026-03-11,13:57:58,17400.0,Axis,UPI,Account Takeover,Noida,Uttar Pradesh,Noida,28.551303781879522,77.41991520291914,13,2,Wednesday,0,0,Medium,Zone_07,28.572571616960232,77.40468427445508
CT018420,2025-11-15,12:55:16,19800.0,SBI,UPI,Identity Theft,Ludhiana,Punjab,Ludhiana,30.91403650754956,75.86429900216528,12,5,Saturday,1,0,Medium,Zone_03,30.94637667239454,75.77390312875987
CT018421,2025-12-31,00:33:54,19800.0,ICICI,Debit Card,Phishing,Meerut,Uttar Pradesh,Meerut,28.954564276566625,77.71985723618165,0,2,Wednesday,0,1,Medium,Zone_06,29.01466472416843,77.8310439774429
CT018422,2026-06-11,10:48:35,92500.0,HDFC,UPI,UPI Fraud,Jalandhar,Punjab,Jalandhar,31.271751835908955,75.62854759025107,10,3,Thursday,0,0,High,Zone_02,31.319859340242033,75.62372195437749
CT018423,2026-02-11,21:58:51,39600.0,Kotak Mahindra,UPI,Phishing,New Delhi,Delhi,New Delhi,28.576340527648473,77.25967324505281,21,2,Wednesday,0,0,Medium,Zone_08,28.569162020329173,77.1833483863869
CT018424,2026-07-29,08:19:38,24300.0,Canara Bank,IMPS,Loan Scam,Panipat,Haryana,Panipat,29.293687697392205,76.91299815739357,8,2,Wednesday,0,0,Medium,Zone_05,29.40619950779106,77.04799120950595
CT018425,2025-10-08,08:47:22,19800.0,HDFC,Net Banking,Phishing,New Delhi,Delhi,New Delhi,28.611683466803203,77.11332784058632,8,2,Wednesday,0,0,Medium,Zone_07,28.677442595647822,77.30100948315742
CT018426,2025-10-09,14:30:19,42900.0,SBI,NEFT,Card Fraud,Ludhiana,Punjab,Ludhiana,30.905850526299833,75.80722894323124,14,3,Thursday,0,0,Medium,Zone_03,30.956167102451072,75.81505980796622
CT018427,2026-07-10,14:33:29,6100.0,Canara Bank,UPI,Identity Theft,Jaipur,Rajasthan,Jaipur,26.87206991093643,75.76756807143302,14,4,Friday,0,0,Low,Zone_10,26.87930145431357,75.72350627332098
CT018428,2026-06-29,09:15:48,39900.0,IndusInd,Debit Card,Identity Theft,Jaipur,Rajasthan,Jaipur,26.964790601182045,75.80914465736954,9,0,Monday,0,0,Medium,Zone_10,26.870165572547247,75.81512018288964
CT018429,2025-11-02,10:55:47,13100.0,Kotak Mahindra,UPI,Account Takeover,Faridabad,Haryana,Faridabad,28.446688439300587,77.29402345333828,10,6,Sunday,1,0,Medium,Zone_07,28.497104308682136,77.31305138691195
CT018430,2026-06-07,21:39:55,7100.0,ICICI,ATM,Investment Scam,Faridabad,Haryana,Faridabad,28.413672852668075,77.23869682336243,21,6,Sunday,1,0,Low,Zone_08,28.339960654691147,77.2392870619485
CT018431,2025-12-15,22:27:48,21500.0,SBI,Net Banking,Card Fraud,New Delhi,Delhi,New Delhi,28.635692310639914,77.2184757619107,22,0,Monday,0,1,Medium,Zone_08,28.665815584155936,77.18369977107085
CT018432,2026-04-17,10:41:26,13700.0,Union Bank,UPI,UPI Fraud,New Delhi,Delhi,New Delhi,28.608806871098988,77.21958978727397,10,4,Friday,0,0,Medium,Zone_07,28.64153159552777,77.35569100994057
CT018433,2026-06-27,08:04:46,39500.0,Axis,ATM,Account Takeover,Faridabad,Haryana,Faridabad,28.43785637000817,77.29596739641774,8,5,Saturday,1,0,Medium,Zone_08,28.500834102107447,77.2120227211215
CT018434,2025-10-29,02:57:21,15400.0,ICICI,UPI,Loan Scam,New Delhi,Delhi,New Delhi,28.60324816450717,77.295269220262,2,2,Wednesday,0,1,Medium,Zone_07,28.65408101243691,77.26705476192882
CT018435,2026-09-29,22:20:44,40200.0,Kotak Mahindra,UPI,Remote Access,Ghaziabad,Uttar Pradesh,Ghaziabad,28.697356839944305,77.45127176904015,22,1,Tuesday,0,1,Medium,Zone_07,28.66909425002837,77.39918163475652
CT018436,2026-08-28,13:00:27,30200.0,Bank of Baroda,Net Banking,Identity Theft,New Delhi,Delhi,New Delhi,28.588354807500043,77.16675265645391,13,4,Friday,0,0,Medium,Zone_08,28.705681506022376,77.17038227888153
CT018437,2026-01-21,19:52:53,12400.0,SBI,UPI,Remote Access,Amritsar,Punjab,Amritsar,31.70437003654469,74.9034225763923,19,2,Wednesday,0,0,Medium,Zone_01,31.659853818784285,74.85725417271776
CT018438,2026-08-28,15:15:43,9800.0,Union Bank,Debit Card,Remote Access,Meerut,Uttar Pradesh,Meerut,28.975013927102534,77.7249528912384,15,4,Friday,0,0,Low,Zone_06,29.00675039218239,77.54015357866493
CT018439,2026-04-14,13:44:38,35700.0,,Debit Card,Investment Scam,Amritsar,Punjab,Amritsar,31.587719400584188,74.8802834577799,13,1,Tuesday,0,0,Medium,Zone_01,31.691283735015542,74.84293104406638
CT018440,2026-02-02,23:27:33,27200.0,HDFC,ATM,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.856144441575907,75.89558588457805,23,0,Monday,0,1,Medium,Zone_03,30.959128684213404,75.8978377288379
CT018441,2026-08-15,11:20:17,14200.0,SBI,UPI,SIM Swap,Alwar,Rajasthan,Alwar,27.570073076807034,76.62162780795138,11,5,Saturday,1,0,Medium,Zone_09,27.530383427335334,76.57538550981418
CT018442,2026-01-31,20:39:23,37300.0,Axis,UPI,UPI Fraud,Amritsar,Punjab,Amritsar,31.64445022179953,74.88047398321707,20,5,Saturday,1,0,Medium,Zone_01,31.66342741022631,74.8433567705165
CT018443,2026-03-06,19:23:23,10600.0,PNB,UPI,Account Takeover,Ludhiana,Punjab,Ludhiana,30.86532492080802,75.86983231055991,19,4,Friday,0,0,Medium,Zone_03,30.962164845092403,75.8105081565513
CT018444,2026-04-18,14:48:39,18900.0,SBI,NEFT,Account Takeover,Faridabad,Haryana,Faridabad,28.43730343638092,77.33682414021742,14,5,Saturday,1,0,Medium,Zone_07,28.60123567170712,77.30379357832267
CT018445,2025-12-18,19:30:39,9300.0,Axis,NEFT,Remote Access,Ghaziabad,Uttar Pradesh,Ghaziabad,28.67581720654551,77.52476947263322,19,3,Thursday,0,0,Low,Zone_07,28.671749658231423,77.43209228716754
CT018446,2026-08-16,19:05:45,14600.0,ICICI,ATM,Identity Theft,Jalandhar,Punjab,Jalandhar,31.352168506794875,75.64263603886124,19,6,Sunday,1,0,Medium,Zone_02,31.195106551882542,75.56444716144284
CT018447,2026-08-12,09:09:30,25600.0,ICICI,ATM,UPI Fraud,Gurugram,Haryana,Gurugram,28.435551742050837,76.96712940826976,9,2,Wednesday,0,0,Medium,Zone_08,28.390265284892866,77.02424221555249
CT018448,2026-09-06,04:31:08,6000.0,Union Bank,Debit Card,Loan Scam,Jalandhar,Punjab,Jalandhar,31.31780214299603,75.59989332050536,4,6,Sunday,1,1,Low,Zone_02,31.351593541891297,75.6176455654089
CT018449,2026-08-13,13:28:54,30500.0,HDFC,IMPS,SIM Swap,Gurugram,Haryana,Gurugram,28.48510395446737,76.98864320414268,13,3,Thursday,0,0,Medium,Zone_08,28.50498508602175,77.12050044526102
CT018450,2025-12-31,12:48:44,29000.0,IndusInd,Debit Card,Phishing,Ambala,Haryana,Ambala,30.448643958410926,76.76517350066028,12,2,Wednesday,0,0,Medium,Zone_04,30.422980762086926,76.81513898296143
CT018451,2026-05-01,14:22:06,45200.0,ICICI,Net Banking,Remote Access,Ludhiana,Punjab,Ludhiana,30.86993600613227,75.83559105511495,14,4,Friday,0,0,Medium,Zone_03,30.883648484054838,75.95664396921003
CT018452,2026-04-22,09:07:19,54400.0,SBI,UPI,UPI Fraud,Jaipur,Rajasthan,Jaipur,26.90130773212525,75.8427326842516,9,2,Wednesday,0,0,High,Zone_10,27.15535270850899,75.82325684964526
CT018453,2026-07-21,11:11:41,34200.0,SBI,IMPS,UPI Fraud,New Delhi,Delhi,New Delhi,28.531875750935903,77.25730910701613,11,1,Tuesday,0,0,Medium,Zone_08,28.613253088166932,77.18206725743896
CT018454,2026-02-11,18:25:28,35600.0,Canara Bank,Debit Card,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.683117538242946,77.4346565116526,18,2,Wednesday,0,0,Medium,Zone_07,28.61688501414053,77.42878701598525
CT018455,2026-04-13,13:59:47,6700.0,SBI,ATM,Card Fraud,Meerut,Uttar Pradesh,Meerut,28.91977780996277,77.66700269831776,13,0,Monday,0,0,Low,Zone_06,28.929446594189447,77.68005741092284
CT018456,2025-12-19,20:17:42,33200.0,HDFC,UPI,Account Takeover,Jaipur,Rajasthan,Jaipur,26.881586609748936,75.7868795614967,20,4,Friday,0,0,Medium,Zone_10,27.008087882087068,75.79205156556813
CT018457,2026-04-10,20:10:09,57300.0,ICICI,UPI,UPI Fraud,Noida,Uttar Pradesh,Noida,28.53321056455756,77.34211700718191,20,4,Friday,0,0,High,Zone_07,28.533947153910063,77.47215212828877
CT018458,2025-10-02,00:16:13,54700.0,PNB,UPI,Remote Access,Chandigarh,Chandigarh,Chandigarh,30.705756765529912,76.78758674094536,0,3,Thursday,0,1,High,Zone_04,30.794150869096356,76.74720338363589
CT018459,2025-10-06,15:49:04,28300.0,ICICI,NEFT,Phishing,Ghaziabad,Uttar Pradesh,Ghaziabad,28.690453584917414,77.40987614984354,15,0,Monday,0,0,Medium,Zone_07,28.65032744154342,77.45487131353191
CT018460,2026-01-16,06:16:44,49200.0,SBI,Debit Card,SIM Swap,Faridabad,Haryana,Faridabad,28.44127938475703,77.3194543519353,6,4,Friday,0,0,Medium,Zone_07,28.384000282584818,77.27641952343501
CT018461,2026-06-14,21:27:18,102500.0,Axis,ATM,UPI Fraud,Chandigarh,Chandigarh,Chandigarh,30.72476437747047,76.7654806152933,21,6,Sunday,1,0,High,Zone_04,30.640317046257483,76.73917766729151
CT018462,2026-01-28,08:05:32,13600.0,IndusInd,UPI,Account Takeover,Panipat,Haryana,Panipat,29.36886063813591,76.93765011820157,8,2,Wednesday,0,0,Medium,Zone_05,29.432495232718892,77.00376137732744
CT018463,2026-06-08,00:46:11,49900.0,IndusInd,UPI,Investment Scam,Chandigarh,Chandigarh,Chandigarh,30.678974678014235,76.78852276258556,0,0,Monday,0,1,Medium,Zone_04,30.822890233700285,76.84414736163468
CT018464,2026-05-27,09:07:06,40100.0,Union Bank,Debit Card,Investment Scam,Gurugram,Haryana,Gurugram,28.4537929554413,77.00527944571913,9,2,Wednesday,0,0,Medium,Zone_08,28.56429451900901,76.87643918229233
CT018465,2026-01-17,15:37:13,9500.0,ICICI,NEFT,SIM Swap,Noida,Uttar Pradesh,Noida,28.511270296839502,77.3242508765825,15,5,Saturday,1,0,Low,Zone_07,28.57920672029158,77.40816523520417
CT018466,2026-05-24,13:55:51,28700.0,SBI,ATM,Phishing,Gurugram,Haryana,Gurugram,28.441672634328665,77.02532266243126,13,6,Sunday,1,0,Medium,Zone_08,28.49839096484649,77.0523339425965
CT018467,2026-02-27,11:45:56,33800.0,SBI,UPI,Loan Scam,Patiala,Punjab,Patiala,30.37372524393442,76.40507780415042,11,4,Friday,0,0,Medium,Zone_04,30.37559718856318,76.3549066437155
CT018468,2026-09-23,18:46:37,11700.0,IndusInd,UPI,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.87783317581063,75.82863470132952,18,2,Wednesday,0,0,Medium,Zone_03,30.87326464855905,75.86668756247028
CT018469,2025-10-07,15:58:57,8300.0,Bank of Baroda,ATM,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.6051656987318,77.46561094117646,15,1,Tuesday,0,0,Low,Zone_07,28.682534975561513,77.4655033784336
CT018470,2026-05-31,06:10:05,33900.0,PNB,Net Banking,Remote Access,Gurugram,Haryana,Gurugram,28.431548857957235,77.08465546281715,6,6,Sunday,1,0,Medium,Zone_08,28.435562809302116,76.98163946950366
CT018471,2026-07-29,19:34:07,20500.0,Axis,ATM,Card Fraud,Gurugram,Haryana,Gurugram,28.432675864682952,77.00714991112427,19,2,Wednesday,0,0,Medium,Zone_08,28.508996870912444,76.93376439182249
CT018472,2025-11-25,12:32:45,12600.0,ICICI,NEFT,UPI Fraud,Noida,Uttar Pradesh,Noida,28.464182436155134,77.44889929689468,12,1,Tuesday,0,0,Medium,Zone_07,28.503485184856505,77.39882325600735
CT018473,2026-09-22,19:46:49,5200.0,Axis,Debit Card,Loan Scam,Ghaziabad,Uttar Pradesh,Ghaziabad,28.74413600146957,77.45966801368682,19,1,Tuesday,0,0,Low,Zone_07,28.647936449105977,77.47124638581435
CT018474,2026-05-04,20:45:10,21900.0,ICICI,UPI,UPI Fraud,Faridabad,Haryana,Faridabad,28.375062659977043,77.35600462689366,20,0,Monday,0,0,Medium,Zone_07,28.354533855869708,77.33725952846704
CT018475,2026-04-25,12:14:54,13200.0,Axis,UPI,Remote Access,New Delhi,Delhi,New Delhi,28.605674774765433,77.14288531697082,12,5,Saturday,1,0,Medium,Zone_08,28.589071741535903,77.16341849481998
CT018476,2025-11-30,19:18:26,6700.0,HDFC,Debit Card,Account Takeover,Patiala,Punjab,Patiala,30.35949265972871,76.38050872812964,19,6,Sunday,1,0,Low,Zone_04,30.39108279100469,76.33982729315389
CT018477,2026-05-06,12:29:55,29000.0,SBI,Net Banking,Account Takeover,Jaipur,Rajasthan,Jaipur,26.955829649878545,75.72976112091322,12,2,Wednesday,0,0,Medium,Zone_10,26.898917756217315,75.70212374148204
CT018478,2025-11-26,11:04:33,27000.0,HDFC,Debit Card,Account Takeover,Faridabad,Haryana,Faridabad,28.42583972810902,77.36009119270324,11,2,Wednesday,0,0,Medium,Zone_08,28.48358137452941,77.17867698271299
CT018479,2026-02-25,17:56:40,8300.0,Union Bank,Net Banking,Card Fraud,New Delhi,Delhi,New Delhi,28.660492543039037,77.14773023573377,17,2,Wednesday,0,0,Low,Zone_08,28.526672661375844,77.22595274492221
CT018480,2026-09-04,12:28:16,8200.0,Union Bank,UPI,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.8565058341999,75.84445134626375,12,4,Friday,0,0,Low,Zone_03,30.901855445480273,75.85152951657031
CT018481,2025-12-25,10:33:58,8100.0,Bank of Baroda,UPI,SIM Swap,New Delhi,Delhi,New Delhi,28.58861177510061,77.19079474126568,10,3,Thursday,0,0,Low,Zone_07,28.665421272309132,77.2549852229687
CT018482,2025-12-05,16:52:40,26600.0,IndusInd,UPI,Phishing,Panipat,Haryana,Panipat,29.410204340899423,76.98948991219277,16,4,Friday,0,0,Medium,Zone_05,29.507310806752248,76.98623464736053
CT018483,2025-10-03,08:56:32,36500.0,SBI,UPI,Account Takeover,Gurugram,Haryana,Gurugram,28.4382050238819,77.04066454605088,8,4,Friday,0,0,Medium,Zone_08,28.479615907891866,77.00175740912293
CT018484,2026-03-24,00:17:03,3000.0,SBI,Debit Card,Phishing,New Delhi,Delhi,New Delhi,28.576285845232768,77.1966673186826,0,1,Tuesday,0,1,Low,Zone_08,28.641538284249016,77.1745145042725
CT018485,2026-06-25,09:38:38,13000.0,SBI,NEFT,Account Takeover,Noida,Uttar Pradesh,Noida,28.50635953002738,77.4368436196303,9,3,Thursday,0,0,Medium,Zone_07,28.555327411216926,77.32830324425198
CT018486,2026-08-28,14:33:03,17100.0,SBI,ATM,Card Fraud,Ambala,Haryana,Ambala,30.35159079546964,76.79354154344021,14,4,Friday,0,0,Medium,Zone_04,30.426280379304192,76.78508606154531
CT018487,2025-11-08,13:41:12,344900.0,Bank of Baroda,UPI,UPI Fraud,Ghaziabad,Uttar Pradesh,Ghaziabad,28.63565408802535,77.44262992099414,13,5,Saturday,1,0,Very High,Zone_07,28.67408014751639,77.45518284328783
CT018488,2026-05-10,18:09:43,18300.0,SBI,Debit Card,Remote Access,Amritsar,Punjab,Amritsar,31.62218674065527,74.87931896775518,18,6,Sunday,1,0,Medium,Zone_01,31.646265212090682,74.88966079947818
CT018489,2025-11-28,22:09:02,11200.0,Canara Bank,Net Banking,SIM Swap,Faridabad,Haryana,Faridabad,28.347423298402983,77.33564217995917,22,4,Friday,0,1,Medium,Zone_07,28.44256333412822,77.27299142649724
CT018490,2026-03-17,10:09:30,48900.0,PNB,UPI,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.851157768502336,75.85596612273292,10,1,Tuesday,0,0,Medium,Zone_03,30.824997627292785,75.89916126643355
CT018491,2026-01-04,01:07:20,6500.0,SBI,Net Banking,UPI Fraud,Chandigarh,Chandigarh,Chandigarh,30.740217869719984,76.81325917585254,1,6,Sunday,1,1,Low,Zone_04,30.84383997535356,76.65594196134609
CT018492,2026-01-31,10:45:57,5200.0,Kotak Mahindra,Debit Card,Phishing,Meerut,Uttar Pradesh,Meerut,28.95995207232195,77.65693410695033,10,5,Saturday,1,0,Low,Zone_06,28.949718130612546,77.6574621493201
CT018493,2026-04-08,13:41:33,33300.0,Kotak Mahindra,ATM,SIM Swap,Jalandhar,Punjab,Jalandhar,31.318198796490847,75.55734208257539,13,2,Wednesday,0,0,Medium,Zone_02,31.36598596490335,75.4615704970453
CT018494,2025-11-15,16:14:15,27900.0,Axis,NEFT,Phishing,Meerut,Uttar Pradesh,Meerut,28.955562516479233,77.65967981486035,16,5,Saturday,1,0,Medium,Zone_06,28.96938563531443,77.63116301899123
CT018495,2026-08-15,20:28:44,8800.0,SBI,Net Banking,Card Fraud,Ambala,Haryana,Ambala,30.410118264709062,76.85894198979202,20,5,Saturday,1,0,Low,Zone_04,30.388408236572502,76.79602097065232
CT018496,2026-08-10,12:20:53,29300.0,ICICI,Net Banking,Remote Access,New Delhi,Delhi,New Delhi,28.573349251887162,77.2029974413959,12,0,Monday,0,0,Medium,Zone_08,28.590640073429544,77.17949278957688
CT018497,2026-01-02,13:39:11,14300.0,Axis,IMPS,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.876185340357708,75.87071090749913,13,4,Friday,0,0,Medium,Zone_03,30.90819389327267,75.84964509797597
CT018498,2026-07-21,09:54:06,8000.0,Bank of Baroda,Debit Card,Phishing,New Delhi,Delhi,New Delhi,28.641719296894102,77.22684881027901,9,1,Tuesday,0,0,Low,Zone_08,28.621946132262558,77.17707987030188
CT018499,2026-05-27,19:31:45,56400.0,HDFC,UPI,UPI Fraud,Meerut,Uttar Pradesh,Meerut,29.006876700129133,77.6677217538683,19,2,Wednesday,0,0,High,Zone_06,29.03302188183185,77.67370953229828
CT018500,2026-09-01,23:38:14,10700.0,IndusInd,UPI,Card Fraud,Faridabad,Haryana,Faridabad,28.420584018327553,77.30165717685169,23,1,Tuesday,0,1,Medium,Zone_07,28.443431023567406,77.41583003795502
CT018501,2026-07-04,12:34:30,22400.0,HDFC,Net Banking,Account Takeover,Panipat,Haryana,Panipat,29.38660226011449,76.96392827125626,12,5,Saturday,1,0,Medium,Zone_05,29.444916017916896,76.90819969176098
CT018502,2026-07-10,13:29:29,65700.0,Union Bank,,Phishing,Noida,Uttar Pradesh,Noida,28.54016688251171,77.34989902044978,13,4,Friday,0,0,High,Zone_07,28.563466090542196,77.40215052513987
CT018503,2026-04-04,05:37:03,39600.0,SBI,NEFT,UPI Fraud,New Delhi,Delhi,New Delhi,28.58562421506648,77.21511394984097,5,5,Saturday,1,1,Medium,Zone_07,28.654742141474664,77.25258974471902
CT018504,2026-03-28,14:30:39,10100.0,IndusInd,UPI,Card Fraud,Ludhiana,Punjab,Ludhiana,30.85346987112544,75.88289682415153,14,5,Saturday,1,0,Medium,Zone_03,30.97538309273682,75.84697718125744
CT018505,2025-12-23,12:00:38,61300.0,SBI,Debit Card,Phishing,New Delhi,Delhi,New Delhi,28.639578324149003,77.28386342834034,12,1,Tuesday,0,0,High,Zone_07,28.576697126884646,77.28119208157243
CT018506,2025-12-10,19:13:08,14200.0,Bank of Baroda,UPI,Remote Access,New Delhi,Delhi,New Delhi,28.6320021985782,77.21600070442028,19,2,Wednesday,0,0,Medium,Zone_08,28.766940548055082,77.17095554818336
CT018507,2026-04-14,10:26:13,8700.0,IndusInd,Net Banking,Card Fraud,Noida,Uttar Pradesh,Noida,28.532072805051527,77.41570261130738,10,1,Tuesday,0,0,Low,Zone_07,28.544352835843988,77.50558859190284
CT018508,2026-08-18,21:28:28,18600.0,HDFC,Debit Card,Remote Access,Ambala,Haryana,Ambala,30.412383767994893,76.75606193673954,21,1,Tuesday,0,0,Medium,Zone_04,30.472406213345202,76.91549443097655
CT018509,2026-04-01,22:08:06,9100.0,SBI,ATM,Identity Theft,Gurugram,Haryana,Gurugram,28.49142285838762,76.9830603095957,22,2,Wednesday,0,1,Low,Zone_08,28.40775024753391,77.06832641723244
CT018510,2025-12-14,11:43:16,8000.0,Union Bank,UPI,SIM Swap,Jaipur,Rajasthan,Jaipur,26.91070734602968,75.80703165294777,11,6,Sunday,1,0,Low,Zone_10,26.97668116248553,75.7841392062989
CT018511,2026-05-03,19:08:45,9200.0,Union Bank,ATM,Remote Access,Faridabad,Haryana,Faridabad,28.433273151888244,77.33460862030168,19,6,Sunday,1,0,Low,Zone_07,28.361907859187244,77.3961380169351
CT018512,2026-03-20,09:34:13,163500.0,Bank of Baroda,UPI,Investment Scam,Faridabad,Haryana,Faridabad,28.41860884703925,77.30376775886042,9,4,Friday,0,0,High,Zone_08,28.59148676324314,77.17402440775159
CT018513,2025-12-30,15:22:07,35000.0,ICICI,UPI,Investment Scam,Jaipur,Rajasthan,Jaipur,26.922706946896568,75.7291426573216,15,1,Tuesday,0,0,Medium,Zone_10,26.83721360413611,75.75785842613269
CT018514,2026-05-29,23:42:22,4500.0,SBI,UPI,UPI Fraud,Amritsar,Punjab,Amritsar,31.612072563847747,74.87405660681623,23,4,Friday,0,1,Low,Zone_01,31.61741527176799,74.84279069705167
CT018515,2026-02-02,15:25:37,38700.0,ICICI,IMPS,Card Fraud,Panipat,Haryana,Panipat,29.445400919207888,76.984361472469,15,0,Monday,0,0,Medium,Zone_05,29.37555246737394,76.89956132436824
CT018516,2026-08-06,13:44:03,42800.0,Bank of Baroda,UPI,Account Takeover,Noida,Uttar Pradesh,Noida,28.499128495368165,77.38595634876148,13,3,Thursday,0,0,Medium,Zone_07,28.51518090695326,77.25941201244822
CT018517,2026-07-23,11:35:45,7800.0,SBI,UPI,Card Fraud,New Delhi,Delhi,New Delhi,28.57155792842101,77.26976163473276,11,3,Thursday,0,0,Low,Zone_08,28.600268197819954,77.18922439977709
CT018518,2026-08-04,09:18:40,13100.0,SBI,UPI,UPI Fraud,Jaipur,Rajasthan,Jaipur,26.931291245601816,75.7385284914177,9,1,Tuesday,0,0,Medium,Zone_10,26.935119687923414,75.71591706908023
CT018519,2026-09-03,22:56:09,3100.0,Canara Bank,Debit Card,Loan Scam,New Delhi,Delhi,New Delhi,28.636455987541115,77.15109634469238,22,3,Thursday,0,1,Low,Zone_07,28.63611838365761,77.25149350382716
CT018520,2026-02-11,13:39:09,13300.0,Bank of Baroda,UPI,Remote Access,Ambala,Haryana,Ambala,30.438499285386776,76.78932076239309,13,2,Wednesday,0,0,Medium,Zone_04,30.30972102965532,76.72562653207665
CT018521,2026-06-26,18:00:52,3700.0,Bank of Baroda,UPI,UPI Fraud,Panipat,Haryana,Panipat,29.31054139294983,76.9471806614437,18,4,Friday,0,0,Low,Zone_05,29.391307714097145,76.99810234944236
CT018522,2025-11-14,11:32:12,21300.0,Canara Bank,UPI,Card Fraud,Ludhiana,Punjab,Ludhiana,30.92302279051393,75.8371961671421,11,4,Friday,0,0,Medium,Zone_03,30.885347059531522,75.9568605362109
CT018523,2026-06-23,22:44:34,67400.0,Axis,UPI,Phishing,Meerut,Uttar Pradesh,Meerut,28.987058756038643,77.6694096247416,22,1,Tuesday,0,1,High,Zone_06,29.096771701812816,77.74698142360435
CT018524,2026-03-28,11:20:54,1071551.0,HDFC,Net Banking,Account Takeover,Ludhiana,Punjab,Ludhiana,30.947202380860837,75.85421119968406,11,5,Saturday,1,0,Very High,Zone_03,31.038858227097958,75.91655006471348
CT018525,2026-02-05,17:46:49,28200.0,Canara Bank,IMPS,Card Fraud,Faridabad,Haryana,Faridabad,28.36584973200286,77.39552839749868,17,3,Thursday,0,0,Medium,Zone_07,28.359457886267663,77.27358775082519
CT018526,2026-08-15,10:21:49,24900.0,Union Bank,IMPS,Investment Scam,Gurugram,Haryana,Gurugram,28.485215253561574,77.01582545116052,10,5,Saturday,1,0,Medium,Zone_08,28.493605613955545,77.04475521028274
CT018527,2026-02-10,21:33:35,77800.0,SBI,Debit Card,Loan Scam,Ludhiana,Punjab,Ludhiana,30.876623768783478,75.84733351826772,21,1,Tuesday,0,0,High,Zone_03,30.95673009745875,75.87086386415946
CT018528,2026-01-14,12:58:06,47000.0,ICICI,UPI,Card Fraud,Chandigarh,Chandigarh,Chandigarh,30.695419958210284,76.7999567441873,12,2,Wednesday,0,0,Medium,Zone_04,30.742361869737447,76.7557453246596
CT018529,2026-05-24,09:00:49,3800.0,ICICI,UPI,SIM Swap,New Delhi,Delhi,New Delhi,28.663787375488162,77.17171311508234,9,6,Sunday,1,0,Low,Zone_08,28.571048156936385,77.15817597144853
CT018530,2026-04-15,09:49:38,17200.0,SBI,Net Banking,Card Fraud,Jalandhar,Punjab,Jalandhar,31.340770067733796,75.54135248665729,9,2,Wednesday,0,0,Medium,Zone_02,31.26088019948513,75.5470767478537
CT018531,2026-07-14,18:13:17,7400.0,HDFC,Net Banking,Identity Theft,Jaipur,Rajasthan,Jaipur,26.94216892187243,75.81514634089369,18,1,Tuesday,0,0,Low,Zone_10,26.959793875557985,75.72353940485017
CT018532,2025-11-27,19:40:50,49800.0,,NEFT,Account Takeover,Meerut,Uttar Pradesh,Meerut,28.93869846321521,77.7274443862894,19,3,Thursday,0,0,Medium,Zone_06,29.014437273045914,77.64950090850932
CT018533,2026-09-27,11:00:00,29800.0,Bank of Baroda,NEFT,UPI Fraud,Ludhiana,Punjab,Ludhiana,30.936905788839365,75.86020109508324,11,6,Sunday,1,0,Medium,Zone_03,30.88863894891782,75.77229014057399
CT018534,2026-06-29,22:40:13,9200.0,SBI,Net Banking,Account Takeover,Ghaziabad,Uttar Pradesh,Ghaziabad,28.667652358027485,77.43287668471396,22,0,Monday,0,1,Low,Zone_07,28.72240302119859,77.38559080825796
CT018535,2026-01-31,21:34:37,64500.0,IndusInd,UPI,Card Fraud,Ambala,Haryana,Ambala,30.39345878001758,76.7507720274658,21,5,Saturday,1,0,High,Zone_04,30.391438307960676,76.79609041198705
CT018536,2026-05-10,12:57:54,29900.0,PNB,NEFT,Account Takeover,Jalandhar,Punjab,Jalandhar,31.293710942309833,75.52868058234051,12,6,Sunday,1,0,Medium,Zone_02,31.298020988418173,75.42238480611545
CT018537,2025-10-02,08:15:01,183700.0,ICICI,UPI,UPI Fraud,Chandigarh,Chandigarh,Chandigarh,30.74716413916828,76.75660637206327,8,3,Thursday,0,0,High,Zone_04,30.78221761283264,76.85141780438758
CT018538,2026-06-27,09:07:37,9800.0,Kotak Mahindra,UPI,Phishing,Noida,Uttar Pradesh,Noida,28.575497772566592,77.37035533584792,9,5,Saturday,1,0,Low,Zone_07,28.49272919169957,77.2601878138409
